0,1,2,3,4
27.0,29.0,11.514629114471244,90.83651733398438,9.0
27.0,28.0,19.627855047914174,90.83651733398438,9.0
28.0,29.0,14.275775046126801,90.83651733398438,9.0
28.0,27.0,19.627855047914174,90.83651733398438,9.0
29.0,27.0,11.514629114471244,90.83651733398438,9.0
29.0,28.0,14.275775046126801,90.83651733398438,9.0
30.0,32.0,15.630911027806613,146.83103942871094,10.0
30.0,31.0,36.70775974400552,146.83103942871094,10.0
31.0,32.0,21.07684871619891,146.83103942871094,10.0
31.0,30.0,36.70775974400552,146.83103942871094,10.0
32.0,30.0,15.630911027806613,146.83103942871094,10.0
32.0,31.0,21.07684871619891,146.83103942871094,10.0
33.0,35.0,22.329591149995778,131.89857482910156,11.0
33.0,34.0,25.118737969978593,131.89857482910156,11.0
34.0,35.0,18.500958002507012,131.89857482910156,11.0
34.0,33.0,25.118737969978593,131.89857482910156,11.0
35.0,34.0,18.500958002507012,131.89857482910156,11.0
35.0,33.0,22.329591149995778,131.89857482910156,11.0
36.0,38.0,32.85769202089835,176.8109588623047,12.0
36.0,37.0,44.20273994218809,176.8109588623047,12.0
37.0,38.0,11.345047921289739,176.8109588623047,12.0
37.0,36.0,44.20273994218809,176.8109588623047,12.0
38.0,37.0,11.345047921289739,176.8109588623047,12.0
38.0,36.0,32.85769202089835,176.8109588623047,12.0
39.0,41.0,12.848284374900125,110.3471450805664,13.0
39.0,40.0,17.330625547689124,110.3471450805664,13.0
40.0,39.0,17.330625547689124,110.3471450805664,13.0
40.0,41.0,24.994662739846362,110.3471450805664,13.0
41.0,39.0,12.848284374900125,110.3471450805664,13.0
41.0,40.0,24.994662739846362,110.3471450805664,13.0
42.0,43.0,15.773900935289912,115.9969482421875,14.0
42.0,44.0,20.70979775002868,115.9969482421875,14.0
43.0,42.0,15.773900935289912,115.9969482421875,14.0
43.0,44.0,21.514775136278942,115.9969482421875,14.0
44.0,42.0,20.70979775002868,115.9969482421875,14.0
44.0,43.0,21.514775136278942,115.9969482421875,14.0
45.0,46.0,8.194796748410516,91.94071197509766,15.0
45.0,47.0,15.45919608692131,91.94071197509766,15.0
46.0,45.0,8.194796748410516,91.94071197509766,15.0
46.0,47.0,22.316364382319016,91.94071197509766,15.0
47.0,45.0,15.45919608692131,91.94071197509766,15.0
47.0,46.0,22.316364382319016,91.94071197509766,15.0
48.0,50.0,15.85057224210781,138.04794311523438,16.0
48.0,49.0,30.47848054317864,138.04794311523438,16.0
49.0,50.0,22.694915598882186,138.04794311523438,16.0
49.0,48.0,30.47848054317864,138.04794311523438,16.0
50.0,48.0,15.85057224210781,138.04794311523438,16.0
50.0,49.0,22.694915598882186,138.04794311523438,16.0
51.0,53.0,11.165724785577485,120.6363296508789,17.0
51.0,52.0,30.158996463973004,120.6363296508789,17.0
52.0,53.0,18.993444018549674,120.6363296508789,17.0
52.0,51.0,30.158996463973004,120.6363296508789,17.0
53.0,51.0,11.165724785577485,120.6363296508789,17.0
53.0,52.0,18.993444018549674,120.6363296508789,17.0
54.0,56.0,18.159082421360225,122.60962677001953,18.0
54.0,55.0,21.173573043959745,122.60962677001953,18.0
55.0,54.0,21.173573043959745,122.60962677001953,18.0
55.0,56.0,21.972157038632286,122.60962677001953,18.0
56.0,54.0,18.159082421360225,122.60962677001953,18.0
56.0,55.0,21.972157038632286,122.60962677001953,18.0
57.0,59.0,19.213032109354593,149.60617065429688,19.0
57.0,58.0,22.305654648645053,149.60617065429688,19.0
58.0,57.0,22.305654648645053,149.60617065429688,19.0
58.0,59.0,33.28440204578412,149.60617065429688,19.0
59.0,57.0,19.213032109354593,149.60617065429688,19.0
59.0,58.0,33.28440204578412,149.60617065429688,19.0
60.0,61.0,6.631629212578661,227.35693359375,20.0
60.0,62.0,18.755592720744595,227.35693359375,20.0
60.0,63.0,20.341432452173652,227.35693359375,20.0
61.0,60.0,6.631629212578661,227.35693359375,20.0
61.0,63.0,18.736066949696333,227.35693359375,20.0
61.0,62.0,22.05991675899848,227.35693359375,20.0
62.0,60.0,18.755592720744595,227.35693359375,20.0
62.0,61.0,22.05991675899848,227.35693359375,20.0
62.0,63.0,27.15383180648401,227.35693359375,20.0
63.0,61.0,18.736066949696333,227.35693359375,20.0
63.0,60.0,20.341432452173652,227.35693359375,20.0
63.0,62.0,27.15383180648401,227.35693359375,20.0
64.0,66.0,16.506784866432177,257.5791931152344,21.0
64.0,65.0,25.353603366870338,257.5791931152344,21.0
64.0,67.0,27.971669514812834,257.5791931152344,21.0
65.0,67.0,20.78551135357757,257.5791931152344,21.0
65.0,66.0,22.622411742982962,257.5791931152344,21.0
65.0,64.0,25.353603366870338,257.5791931152344,21.0
66.0,67.0,15.549618420687716,257.5791931152344,21.0
66.0,64.0,16.506784866432177,257.5791931152344,21.0
66.0,65.0,22.622411742982962,257.5791931152344,21.0
67.0,66.0,15.549618420687716,257.5791931152344,21.0
67.0,65.0,20.78551135357757,257.5791931152344,21.0
67.0,64.0,27.971669514812834,257.5791931152344,21.0
68.0,69.0,5.204286477964445,218.09091186523438,22.0
68.0,71.0,20.187304547592177,218.09091186523438,22.0
68.0,70.0,24.914058145777794,218.09091186523438,22.0
69.0,68.0,5.204286477964445,218.09091186523438,22.0
69.0,71.0,21.0439444413186,218.09091186523438,22.0
69.0,70.0,25.770698039504218,218.09091186523438,22.0
70.0,71.0,11.925167599425102,218.09091186523438,22.0
70.0,68.0,24.914058145777794,218.09091186523438,22.0
70.0,69.0,25.770698039504218,218.09091186523438,22.0
71.0,70.0,11.925167599425102,218.09091186523438,22.0
71.0,68.0,20.187304547592177,218.09091186523438,22.0
71.0,69.0,21.0439444413186,218.09091186523438,22.0
72.0,75.0,9.715528949253756,225.29132080078125,23.0
72.0,74.0,11.133088711076764,225.29132080078125,23.0
72.0,73.0,23.439140728230235,225.29132080078125,23.0
73.0,75.0,21.954131838961818,225.29132080078125,23.0
73.0,72.0,23.439140728230235,225.29132080078125,23.0
73.0,74.0,25.555148773971,225.29132080078125,23.0
74.0,72.0,11.133088711076764,225.29132080078125,23.0
74.0,75.0,20.848617660330518,225.29132080078125,23.0
74.0,73.0,25.555148773971,225.29132080078125,23.0
75.0,72.0,9.715528949253756,225.29132080078125,23.0
75.0,74.0,20.848617660330518,225.29132080078125,23.0
75.0,73.0,21.954131838961818,225.29132080078125,23.0
76.0,77.0,12.245099118804024,280.6180419921875,24.0
76.0,78.0,19.92998997047597,280.6180419921875,24.0
76.0,79.0,27.641995854797155,280.6180419921875,24.0
77.0,76.0,12.245099118804024,280.6180419921875,24.0
77.0,79.0,23.214731815703402,280.6180419921875,24.0
77.0,78.0,32.17508908927999,280.6180419921875,24.0
78.0,76.0,19.92998997047597,280.6180419921875,24.0
78.0,79.0,25.10211745731761,280.6180419921875,24.0
78.0,77.0,32.17508908927999,280.6180419921875,24.0
79.0,77.0,23.214731815703402,280.6180419921875,24.0
79.0,78.0,25.10211745731761,280.6180419921875,24.0
79.0,76.0,27.641995854797155,280.6180419921875,24.0
80.0,81.0,5.364913379187032,217.6699981689453,25.0
80.0,83.0,22.325495606532268,217.6699981689453,25.0
80.0,82.0,25.497440458800597,217.6699981689453,25.0
81.0,80.0,5.364913379187032,217.6699981689453,25.0
81.0,83.0,18.078969974760746,217.6699981689453,25.0
81.0,82.0,23.024119300872158,217.6699981689453,25.0
82.0,83.0,14.544058595550426,217.6699981689453,25.0
82.0,81.0,23.024119300872158,217.6699981689453,25.0
82.0,80.0,25.497440458800597,217.6699981689453,25.0
83.0,82.0,14.544058595550426,217.6699981689453,25.0
83.0,81.0,18.078969974760746,217.6699981689453,25.0
83.0,80.0,22.325495606532268,217.6699981689453,25.0
84.0,86.0,22.02657335704215,211.30787658691406,26.0
84.0,87.0,22.809036680104022,211.30787658691406,26.0
84.0,85.0,30.097396553165275,211.30787658691406,26.0
85.0,87.0,12.5297318652189,211.30787658691406,26.0
85.0,86.0,14.133235451405136,211.30787658691406,26.0
85.0,84.0,30.097396553165275,211.30787658691406,26.0
86.0,87.0,4.057966518807478,211.30787658691406,26.0
86.0,85.0,14.133235451405136,211.30787658691406,26.0
86.0,84.0,22.02657335704215,211.30787658691406,26.0
87.0,86.0,4.057966518807478,211.30787658691406,26.0
87.0,85.0,12.5297318652189,211.30787658691406,26.0
87.0,84.0,22.809036680104022,211.30787658691406,26.0
88.0,89.0,10.686279925260289,189.06968688964844,27.0
88.0,91.0,21.14282521732101,189.06968688964844,27.0
88.0,90.0,21.732236411780633,189.06968688964844,27.0
89.0,88.0,10.686279925260289,189.06968688964844,27.0
89.0,91.0,13.335931500227469,189.06968688964844,27.0
89.0,90.0,19.964992040888756,189.06968688964844,27.0
90.0,91.0,7.672577145262595,189.06968688964844,27.0
90.0,89.0,19.964992040888756,189.06968688964844,27.0
90.0,88.0,21.732236411780633,189.06968688964844,27.0
91.0,90.0,7.672577145262595,189.06968688964844,27.0
91.0,89.0,13.335931500227469,189.06968688964844,27.0
91.0,88.0,21.14282521732101,189.06968688964844,27.0
92.0,95.0,18.233713893157088,330.7580871582031,28.0
92.0,93.0,30.15197533847026,330.7580871582031,28.0
92.0,94.0,33.16033048895737,330.7580871582031,28.0
93.0,92.0,30.15197533847026,330.7580871582031,28.0
93.0,94.0,31.903798079890215,330.7580871582031,28.0
93.0,95.0,37.002607677485756,330.7580871582031,28.0
94.0,95.0,14.92661659580028,330.7580871582031,28.0
94.0,93.0,31.903798079890215,330.7580871582031,28.0
94.0,92.0,33.16033048895737,330.7580871582031,28.0
95.0,94.0,14.92661659580028,330.7580871582031,28.0
95.0,92.0,18.233713893157088,330.7580871582031,28.0
95.0,93.0,37.002607677485756,330.7580871582031,28.0
96.0,98.0,13.318399324617221,222.40545654296875,29.0
96.0,97.0,14.618371106413177,222.40545654296875,29.0
96.0,99.0,19.25036982847153,222.40545654296875,29.0
97.0,96.0,14.618371106413177,222.40545654296875,29.0
97.0,98.0,16.131686974999248,222.40545654296875,29.0
97.0,99.0,32.00779326259892,222.40545654296875,29.0
98.0,96.0,13.318399324617221,222.40545654296875,29.0
98.0,99.0,15.876106287599672,222.40545654296875,29.0
98.0,97.0,16.131686974999248,222.40545654296875,29.0
99.0,98.0,15.876106287599672,222.40545654296875,29.0
99.0,96.0,19.25036982847153,222.40545654296875,29.0
99.0,97.0,32.00779326259892,222.40545654296875,29.0
100.0,102.0,27.212477617760424,255.947021484375,30.0
100.0,103.0,29.68009434876847,255.947021484375,30.0
100.0,101.0,34.3843932153567,255.947021484375,30.0
101.0,103.0,10.438141950001226,255.947021484375,30.0
101.0,102.0,13.783665581205799,255.947021484375,30.0
101.0,100.0,34.3843932153567,255.947021484375,30.0
102.0,103.0,12.474735313612879,255.947021484375,30.0
102.0,101.0,13.783665581205799,255.947021484375,30.0
102.0,100.0,27.212477617760424,255.947021484375,30.0
103.0,101.0,10.438141950001226,255.947021484375,30.0
103.0,102.0,12.474735313612879,255.947021484375,30.0
103.0,100.0,29.68009434876847,255.947021484375,30.0
104.0,106.0,33.56911970671934,317.9902648925781,31.0
104.0,107.0,43.36133103165173,317.9902648925781,31.0
104.0,105.0,44.79283388146935,317.9902648925781,31.0
105.0,107.0,6.5630240832140005,317.9902648925781,31.0
105.0,106.0,12.072898281725962,317.9902648925781,31.0
105.0,104.0,44.79283388146935,317.9902648925781,31.0
106.0,105.0,12.072898281725962,317.9902648925781,31.0
106.0,107.0,18.63592236493996,317.9902648925781,31.0
106.0,104.0,33.56911970671934,317.9902648925781,31.0
107.0,105.0,6.5630240832140005,317.9902648925781,31.0
107.0,106.0,18.63592236493996,317.9902648925781,31.0
107.0,104.0,43.36133103165173,317.9902648925781,31.0
108.0,109.0,11.380808644979872,276.20819091796875,32.0
108.0,111.0,17.50769486463492,276.20819091796875,32.0
108.0,110.0,23.28853738222149,276.20819091796875,32.0
109.0,108.0,11.380808644979872,276.20819091796875,32.0
109.0,110.0,25.141479304755716,276.20819091796875,32.0
109.0,111.0,28.888503509614793,276.20819091796875,32.0
110.0,108.0,23.28853738222149,276.20819091796875,32.0
110.0,109.0,25.141479304755716,276.20819091796875,32.0
110.0,111.0,31.897072812306064,276.20819091796875,32.0
111.0,108.0,17.50769486463492,276.20819091796875,32.0
111.0,109.0,28.888503509614793,276.20819091796875,32.0
111.0,110.0,31.897072812306064,276.20819091796875,32.0
112.0,115.0,16.174593761420144,216.26486206054688,33.0
112.0,113.0,18.171011594127513,216.26486206054688,33.0
112.0,114.0,21.24545814424512,216.26486206054688,33.0
113.0,115.0,15.411729913018934,216.26486206054688,33.0
113.0,114.0,15.632520815517298,216.26486206054688,33.0
113.0,112.0,18.171011594127513,216.26486206054688,33.0
114.0,113.0,15.632520815517298,216.26486206054688,33.0
114.0,112.0,21.24545814424512,216.26486206054688,33.0
114.0,115.0,21.497115684663658,216.26486206054688,33.0
115.0,113.0,15.411729913018934,216.26486206054688,33.0
115.0,112.0,16.174593761420144,216.26486206054688,33.0
115.0,114.0,21.497115684663658,216.26486206054688,33.0
116.0,118.0,19.944973263628853,310.685302734375,34.0
116.0,119.0,39.13288764528135,310.685302734375,34.0
116.0,117.0,43.48051590388093,310.685302734375,34.0
117.0,119.0,10.060823433061273,310.685302734375,34.0
117.0,118.0,23.535542640252075,310.685302734375,34.0
117.0,116.0,43.48051590388093,310.685302734375,34.0
118.0,119.0,19.187914381652497,310.685302734375,34.0
118.0,116.0,19.944973263628853,310.685302734375,34.0
118.0,117.0,23.535542640252075,310.685302734375,34.0
119.0,117.0,10.060823433061273,310.685302734375,34.0
119.0,118.0,19.187914381652497,310.685302734375,34.0
119.0,116.0,39.13288764528135,310.685302734375,34.0
120.0,121.0,13.768190753471718,212.32089233398438,35.0
120.0,122.0,21.29763149247523,212.32089233398438,35.0
120.0,123.0,29.161406663169167,212.32089233398438,35.0
121.0,120.0,13.768190753471718,212.32089233398438,35.0
121.0,123.0,15.39321590969745,212.32089233398438,35.0
121.0,122.0,16.80362091824278,212.32089233398438,35.0
122.0,123.0,9.736383028947005,212.32089233398438,35.0
122.0,121.0,16.80362091824278,212.32089233398438,35.0
122.0,120.0,21.29763149247523,212.32089233398438,35.0
123.0,122.0,9.736383028947005,212.32089233398438,35.0
123.0,121.0,15.39321590969745,212.32089233398438,35.0
123.0,120.0,29.161406663169167,212.32089233398438,35.0
124.0,125.0,15.354628367587337,233.55364990234375,36.0
124.0,127.0,15.76674387947639,233.55364990234375,36.0
124.0,126.0,25.401550046220855,233.55364990234375,36.0
125.0,124.0,15.354628367587337,233.55364990234375,36.0
125.0,127.0,19.544037171668325,233.55364990234375,36.0
125.0,126.0,24.600998158468798,233.55364990234375,36.0
126.0,127.0,16.108864051985115,233.55364990234375,36.0
126.0,125.0,24.600998158468798,233.55364990234375,36.0
126.0,124.0,25.401550046220855,233.55364990234375,36.0
127.0,124.0,15.76674387947639,233.55364990234375,36.0
127.0,126.0,16.108864051985115,233.55364990234375,36.0
127.0,125.0,19.544037171668325,233.55364990234375,36.0
128.0,131.0,9.361435534738998,228.21759033203125,37.0
128.0,129.0,20.706009287790582,228.21759033203125,37.0
128.0,130.0,24.11404063448296,228.21759033203125,37.0
129.0,131.0,17.364736896128544,228.21759033203125,37.0
129.0,128.0,20.706009287790582,228.21759033203125,37.0
129.0,130.0,24.33585486104328,228.21759033203125,37.0
130.0,131.0,18.226717868321114,228.21759033203125,37.0
130.0,128.0,24.11404063448296,228.21759033203125,37.0
130.0,129.0,24.33585486104328,228.21759033203125,37.0
131.0,128.0,9.361435534738998,228.21759033203125,37.0
131.0,129.0,17.364736896128544,228.21759033203125,37.0
131.0,130.0,18.226717868321114,228.21759033203125,37.0
132.0,134.0,10.677332769467254,281.53070068359375,38.0
132.0,135.0,22.942883420771444,281.53070068359375,38.0
132.0,133.0,28.610316873758222,281.53070068359375,38.0
133.0,135.0,18.60502323569454,281.53070068359375,38.0
133.0,132.0,28.610316873758222,281.53070068359375,38.0
133.0,134.0,32.79861067605411,281.53070068359375,38.0
134.0,132.0,10.677332769467254,281.53070068359375,38.0
134.0,135.0,27.131177223067326,281.53070068359375,38.0
134.0,133.0,32.79861067605411,281.53070068359375,38.0
135.0,133.0,18.60502323569454,281.53070068359375,38.0
135.0,132.0,22.942883420771444,281.53070068359375,38.0
135.0,134.0,27.131177223067326,281.53070068359375,38.0
136.0,137.0,9.903975428239539,191.59063720703125,39.0
136.0,138.0,10.87440651710274,191.59063720703125,39.0
136.0,139.0,20.225972198256553,191.59063720703125,39.0
137.0,136.0,9.903975428239539,191.59063720703125,39.0
137.0,139.0,13.378475942784982,191.59063720703125,39.0
137.0,138.0,15.545245705689176,191.59063720703125,39.0
138.0,136.0,10.87440651710274,191.59063720703125,39.0
138.0,137.0,15.545245705689176,191.59063720703125,39.0
138.0,139.0,25.867242475706192,191.59063720703125,39.0
139.0,137.0,13.378475942784982,191.59063720703125,39.0
139.0,136.0,20.225972198256553,191.59063720703125,39.0
139.0,138.0,25.867242475706192,191.59063720703125,39.0
140.0,144.0,17.522433597781426,419.7043151855469,40.0
140.0,142.0,18.131415964154662,419.7043151855469,40.0
140.0,143.0,18.87293278394178,419.7043151855469,40.0
140.0,141.0,33.457287120186024,419.7043151855469,40.0
141.0,142.0,15.511329758034925,419.7043151855469,40.0
141.0,144.0,21.480536395403497,419.7043151855469,40.0
141.0,143.0,27.145482356590325,419.7043151855469,40.0
141.0,140.0,33.457287120186024,419.7043151855469,40.0
142.0,143.0,11.819611200558963,419.7043151855469,40.0
142.0,141.0,15.511329758034925,419.7043151855469,40.0
142.0,140.0,18.131415964154662,419.7043151855469,40.0
142.0,144.0,19.087224873108987,419.7043151855469,40.0
143.0,142.0,11.819611200558963,419.7043151855469,40.0
143.0,140.0,18.87293278394178,419.7043151855469,40.0
143.0,144.0,26.823910038503683,419.7043151855469,40.0
143.0,141.0,27.145482356590325,419.7043151855469,40.0
144.0,140.0,17.522433597781426,419.7043151855469,40.0
144.0,142.0,19.087224873108987,419.7043151855469,40.0
144.0,141.0,21.480536395403497,419.7043151855469,40.0
144.0,143.0,26.823910038503683,419.7043151855469,40.0
145.0,146.0,12.663862895876047,317.3028259277344,41.0
145.0,149.0,13.718239268008766,317.3028259277344,41.0
145.0,148.0,16.618780992286855,317.3028259277344,41.0
145.0,147.0,18.71523931589558,317.3028259277344,41.0
146.0,149.0,6.6895396363089255,317.3028259277344,41.0
146.0,145.0,12.663862895876047,317.3028259277344,41.0
146.0,148.0,14.309681847774076,317.3028259277344,41.0
146.0,147.0,20.688527175962,317.3028259277344,41.0
147.0,149.0,16.5575809419456,317.3028259277344,41.0
147.0,145.0,18.71523931589558,317.3028259277344,41.0
147.0,146.0,20.688527175962,317.3028259277344,41.0
147.0,148.0,27.20410912487864,317.3028259277344,41.0
148.0,149.0,11.485845040016821,317.3028259277344,41.0
148.0,146.0,14.309681847774076,317.3028259277344,41.0
148.0,145.0,16.618780992286855,317.3028259277344,41.0
148.0,147.0,27.20410912487864,317.3028259277344,41.0
149.0,146.0,6.6895396363089255,317.3028259277344,41.0
149.0,148.0,11.485845040016821,317.3028259277344,41.0
149.0,145.0,13.718239268008766,317.3028259277344,41.0
149.0,147.0,16.5575809419456,317.3028259277344,41.0
150.0,151.0,23.456214532345527,549.1289672851562,42.0
150.0,154.0,28.282509258442687,549.1289672851562,42.0
150.0,153.0,31.378984740728974,549.1289672851562,42.0
150.0,152.0,36.76406695104038,549.1289672851562,42.0
151.0,154.0,9.15170292661016,549.1289672851562,42.0
151.0,150.0,23.456214532345527,549.1289672851562,42.0
151.0,153.0,30.588817970221996,549.1289672851562,42.0
151.0,152.0,34.55715339977793,549.1289672851562,42.0
152.0,153.0,8.40325663445477,549.1289672851562,42.0
152.0,151.0,34.55715339977793,549.1289672851562,42.0
152.0,150.0,36.76406695104038,549.1289672851562,42.0
152.0,154.0,37.97505343458495,549.1289672851562,42.0
153.0,152.0,8.40325663445477,549.1289672851562,42.0
153.0,151.0,30.588817970221996,549.1289672851562,42.0
153.0,150.0,31.378984740728974,549.1289672851562,42.0
153.0,154.0,34.00671800502902,549.1289672851562,42.0
154.0,151.0,9.15170292661016,549.1289672851562,42.0
154.0,150.0,28.282509258442687,549.1289672851562,42.0
154.0,153.0,34.00671800502902,549.1289672851562,42.0
154.0,152.0,37.97505343458495,549.1289672851562,42.0
155.0,156.0,6.751552317897283,425.1897888183594,43.0
155.0,157.0,16.489429280966696,425.1897888183594,43.0
155.0,159.0,25.69871812931612,425.1897888183594,43.0
155.0,158.0,33.20448216041898,425.1897888183594,43.0
156.0,155.0,6.751552317897283,425.1897888183594,43.0
156.0,157.0,12.333734021791471,425.1897888183594,43.0
156.0,159.0,22.046530260043546,425.1897888183594,43.0
156.0,158.0,29.94036839193036,425.1897888183594,43.0
157.0,156.0,12.333734021791471,425.1897888183594,43.0
157.0,155.0,16.489429280966696,425.1897888183594,43.0
157.0,158.0,21.657433958874577,425.1897888183594,43.0
157.0,159.0,31.070604382491556,425.1897888183594,43.0
158.0,159.0,13.402048994255054,425.1897888183594,43.0
158.0,157.0,21.657433958874577,425.1897888183594,43.0
158.0,156.0,29.94036839193036,425.1897888183594,43.0
158.0,155.0,33.20448216041898,425.1897888183594,43.0
159.0,158.0,13.402048994255054,425.1897888183594,43.0
159.0,156.0,22.046530260043546,425.1897888183594,43.0
159.0,155.0,25.69871812931612,425.1897888183594,43.0
159.0,157.0,31.070604382491556,425.1897888183594,43.0
160.0,164.0,3.213813120419217,381.97772216796875,44.0
160.0,162.0,14.37449106023737,381.97772216796875,44.0
160.0,163.0,19.742410263855163,381.97772216796875,44.0
160.0,161.0,20.830485413040652,381.97772216796875,44.0
161.0,160.0,20.830485413040652,381.97772216796875,44.0
161.0,164.0,24.035261784875203,381.97772216796875,44.0
161.0,163.0,26.388948943003655,381.97772216796875,44.0
161.0,162.0,27.615143453175783,381.97772216796875,44.0
162.0,164.0,14.185933611101657,381.97772216796875,44.0
162.0,160.0,14.37449106023737,381.97772216796875,44.0
162.0,163.0,21.039482670526965,381.97772216796875,44.0
162.0,161.0,27.615143453175783,381.97772216796875,44.0
163.0,164.0,19.562889563304118,381.97772216796875,44.0
163.0,160.0,19.742410263855163,381.97772216796875,44.0
163.0,162.0,21.039482670526965,381.97772216796875,44.0
163.0,161.0,26.388948943003655,381.97772216796875,44.0
164.0,160.0,3.213813120419217,381.97772216796875,44.0
164.0,162.0,14.185933611101657,381.97772216796875,44.0
164.0,163.0,19.562889563304118,381.97772216796875,44.0
164.0,161.0,24.035261784875203,381.97772216796875,44.0
165.0,166.0,11.40899519854352,484.0868225097656,45.0
165.0,168.0,31.749335991657844,484.0868225097656,45.0
165.0,169.0,36.03304777244101,484.0868225097656,45.0
165.0,167.0,36.091278266386425,484.0868225097656,45.0
166.0,165.0,11.40899519854352,484.0868225097656,45.0
166.0,169.0,24.62405257389749,484.0868225097656,45.0
166.0,167.0,24.920512313613003,484.0868225097656,45.0
166.0,168.0,27.06875975338103,484.0868225097656,45.0
167.0,168.0,13.107428792506822,484.0868225097656,45.0
167.0,169.0,18.765037783568484,484.0868225097656,45.0
167.0,166.0,24.920512313613003,484.0868225097656,45.0
167.0,165.0,36.091278266386425,484.0868225097656,45.0
168.0,167.0,13.107428792506822,484.0868225097656,45.0
168.0,169.0,18.274967973694675,484.0868225097656,45.0
168.0,166.0,27.06875975338103,484.0868225097656,45.0
168.0,165.0,31.749335991657844,484.0868225097656,45.0
169.0,168.0,18.274967973694675,484.0868225097656,45.0
169.0,167.0,18.765037783568484,484.0868225097656,45.0
169.0,166.0,24.62405257389749,484.0868225097656,45.0
169.0,165.0,36.03304777244101,484.0868225097656,45.0
170.0,173.0,13.83864540594097,433.6651916503906,46.0
170.0,171.0,20.103905910766873,433.6651916503906,46.0
170.0,174.0,21.49701543133973,433.6651916503906,46.0
170.0,172.0,21.67578330797341,433.6651916503906,46.0
171.0,170.0,20.103905910766873,433.6651916503906,46.0
171.0,173.0,20.582621705209448,433.6651916503906,46.0
171.0,174.0,22.249059963039564,433.6651916503906,46.0
171.0,172.0,29.173842416572853,433.6651916503906,46.0
172.0,174.0,13.438963118536098,433.6651916503906,46.0
172.0,170.0,21.67578330797341,433.6651916503906,46.0
172.0,173.0,23.968669686040297,433.6651916503906,46.0
172.0,171.0,29.173842416572853,433.6651916503906,46.0
173.0,170.0,13.83864540594097,433.6651916503906,46.0
173.0,171.0,20.582621705209448,433.6651916503906,46.0
173.0,172.0,23.968669686040297,433.6651916503906,46.0
173.0,174.0,30.304082474409427,433.6651916503906,46.0
174.0,172.0,13.438963118536098,433.6651916503906,46.0
174.0,170.0,21.49701543133973,433.6651916503906,46.0
174.0,171.0,22.249059963039564,433.6651916503906,46.0
174.0,173.0,30.304082474409427,433.6651916503906,46.0
